serial,juso,x,y
2011210000391,부산광역시 서구 서대신동3가 499-4,129.0127539654701,35.112531035452164
2011210000417,부산광역시 중구 영주동,129.0319911152014,35.111863923843366
2011210000520,부산광역시 중구 중앙동6가 79-14,129.03756671166622,35.09935573634248
2011210000725,부산광역시 영도구 동삼동 221-124,129.07167444111343,35.08520590558411
2011210000861,부산광역시 중구 남포동4가 37-3,129.0324689834424,35.09701537070039
2011210000867,부산광역시 중구 중앙동6가 36-4,129.0366703169098,35.09858497964412
2011210001169,부산광역시 중구 영주동,129.0319911152014,35.111863923843366
2011210001187,부산광역시 중구 광복동2가 1-2,129.03245000205618,35.100667250358555
2011210001504,부산광역시 중구 영주동 161-,129.0302028748487,35.11139644964959
2011210001672,부산광역시 중구 중앙동6가 36-4,129.0366703169098,35.09858497964412
2011210002626,부산광역시 중구 중앙동4가 23-1,129.03671017477797,35.10476996733934
2011210002691,부산광역시 중구 동광동5가 16-11,129.03409595822802,35.10724343946957
2011210002707,부산광역시 중구 대청동4가 62-2,129.03042965073644,35.10674619628423
2011210002756,부산광역시 중구 영주동 161,129.0302028748487,35.11139644964959
2011210002890,부산광역시 중구 보수동1가 17-2,129.02328671344475,35.10703148200354
2011210003227,부산광역시 서구 초장동 79-24,129.0211424094314,35.09622430471917
2011210003231,부산광역시 서구 아미동2가 233-,129.01183789246363,35.10096430937204
2011210003295,부산광역시 사하구 괴정동 398-23,128.99990325768482,35.09899900511772
2011210003377,부산광역시 서구 부민동3가 54-156,129.01478199308923,35.10207251337167
2011210003457,부산광역시 서구 서대신동2가 51-,129.01640172131422,35.11084466819641
2011210003460,부산광역시 서구 아미동2가 257-2,129.01041062027608,35.102678605578376
2011210003496,부산광역시 서구 서대신동3가 31-57,129.01091221607518,35.11862833656638
2011210003536,부산광역시 서구 동대신동3가 55-19,129.01922679357347,35.11991031184962
2011210003562,부산광역시 서구 동대신동3가 63-145,129.01953837527424,35.117248455158155
2011210003589,부산광역시 서구 동대신동3가 77-5,129.01920269385766,35.11715672265554
2011210003592,부산광역시 서구 토성동5가 18-4,129.022179616451,35.097908426325596
2011210003612,부산광역시 서구 남부민동 산4-9,129.0180982901531,35.08945130648958
2011210003685,부산광역시 중구 부평동3가 59-2,129.0240767036925,35.100663196536054
2011210003773,부산광역시 중구 보수동1가 2-420,129.02509015576635,35.109182202282305
2011210003874,부산광역시 서구 서대신동1가 194-25,129.01353706961237,35.108700639149085
2011210003969,부산광역시 서구 동대신동3가 423-,129.0207082672426,35.114525425436
2011210003983,부산광역시 중구 중앙동3가 1-,129.03591713936999,35.10339548534334
2011210004069,부산광역시 서구 서대신동2가 3-18,129.01616614906365,35.11196604676223
2011210004140,부산광역시 서구 동대신동3가 170-2,129.01645729630798,35.1150576435748
2011210004413,부산광역시 서구 서대신동2가 102-,129.01702598902423,35.110365667015316
2011210004512,부산광역시 서구 동대신동1가 167-2,129.0201562078993,35.1101116604823
2011210004528,부산광역시 서구 동대신동2가 43-,129.0210833397256,35.11443626190391
2011210004546,부산광역시 서구 서대신동3가,129.01080132162906,35.12393269789054
2011210004629,부산광역시 서구 동대신동2가 2-125,129.02260931366538,35.11636094214594
2011210004718,부산광역시 서구 초장동 51-2,129.02019009514265,35.09780102153399
2011210004802,부산광역시 서구 아미동2가 74-8,129.01818978602023,35.098501218956564
2011210004892,부산광역시 서구 아미동2가 202-7,129.014214196915,35.09914050561555
2011210005068,부산광역시 서구 초장동 136-3,129.0173021690068,35.09256100985004
2011210005113,부산광역시 서구 서대신동3가 694-1,129.0100637138885,35.11319930606638
2011210005321,부산광역시 서구 동대신동1가 171-11,129.0206874900373,35.110131640012874
2011210005353,부산광역시 서구 서대신동2가 474-12,129.00871840505465,35.1100422591995
2011210005454,부산광역시 서구 아미동2가 93-13,129.01703935386124,35.098805142985526
2011210005534,부산광역시 서구 암남동 359-1,129.01630779707713,35.0760427047564
2011210005537,부산광역시 서구 충무동2가 27-6,129.0222483474288,35.09571922113216
2011210005559,부산광역시 서구 암남동 351-,129.01715556951962,35.07752816655038
2011210005566,부산광역시 서구 암남동 60-2,129.01607907504257,35.081003003143586
2011210005579,부산광역시 영도구 봉래동3가 37-,129.0439201032733,35.091895179846624
2011210005618,부산광역시 서구 암남동 201-1,129.02045436002112,35.0786483708068
2011210005656,부산광역시 중구 부평동2가 18-15,129.02591245818675,35.10111194883627
2011210005695,부산광역시 서구 암남동 533-9,129.0151597394349,35.07589597646186
2011210005743,부산광역시 서구 남부민동 30-1,129.02108153334564,35.09215920552949
2011210005724,부산광역시 서구 남부민동 50-480,129.0211795828444,35.09097882951665
2011210005779,부산광역시 서구 암남동 615-2,129.01679194086293,35.07201898776871
2011210005786,부산광역시 서구 남부민동 645-2,129.02349555472327,35.09205764813806
2011210005814,부산광역시 서구 초장동,129.02029434243892,35.09598250974566
2011210005873,부산광역시 서구 남부민동 51-19,129.02247030364364,35.091032998385295
2011210005893,부산광역시 서구 초장동,129.02029434243892,35.09598250974566
2011210005925,부산광역시 서구 암남동 -,129.02096815649932,35.07992308640556
2011210005955,부산광역시 서구 남부민동 23-21,129.02052019479416,35.092871483380286
2011210006063,부산광역시 서구 암남동 81-19,129.01990254953816,35.080099454428044
2011210006085,부산광역시 서구 남부민동 685-2,129.02494425647956,35.09246962369039
2011210006118,부산광역시 서구 충무동1가 2-4,129.0256372809139,35.09637275612884
2011210006133,부산광역시 서구 암남동 622-9,129.01364430526323,35.06543860475842
2011210006148,부산광역시 서구 남부민동,129.02224992504156,35.08654880744657
